property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
flat,sector 37c,1.35,3.0,3.0,0,New Property,1820.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 92,0.7,3.0,2.0,2,Relatively New,1325.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 8,0.62,3.0,1.0,0,Moderately Old,550.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 31,4.6,2.0,4.0,3+,Old Property,1460.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,Mid Floor
flat,sector 93,0.85,2.0,2.0,0,Relatively New,597.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 112,7.46,4.0,4.0,3+,Relatively New,6350.0,0.0,1.0,0.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 3 phase 2,0.28,2.0,2.0,1,Relatively New,600.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 88a,2.65,3.0,3.0,3+,New Property,1582.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 69,3.25,4.0,5.0,3+,Relatively New,2913.0,0.0,0.0,0.0,1.0,1.0,1.0,Low,High Floor
house,sector 50,11.95,3.0,3.0,2,Moderately Old,3240.0,1.0,1.0,0.0,0.0,0.0,1.0,Medium,Low Floor
house,sector 56,2.99,4.0,4.0,2,Moderately Old,1449.0,1.0,1.0,0.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 63a,2.1,2.0,2.0,2,Relatively New,1400.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 28,10.5,5.0,6.0,3+,New Property,3240.0,1.0,1.0,0.0,1.0,0.0,0.0,high,Mid Floor
flat,sector 67,3.65,3.0,4.0,3+,Relatively New,2490.0,0.0,1.0,0.0,1.0,0.0,0.0,Medium,High Floor
flat,new sector 2,1.6,2.0,2.0,2,Relatively New,73.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 70a,1.82,3.0,3.0,3,Relatively New,1600.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 84,0.9,3.0,3.0,3+,Relatively New,1525.0,0.0,0.0,0.0,0.0,0.0,1.0,high,High Floor
flat,sector 85,1.45,3.0,4.0,2,New Property,1616.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 24,4.25,3.0,4.0,3+,Old Property,3203.0,0.0,1.0,1.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 104,0.82,2.0,2.0,3,Relatively New,86.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 111,3.9,4.0,5.0,3+,Relatively New,2998.0,0.0,1.0,0.0,0.0,0.0,2.0,high,Mid Floor
flat,sector 104,1.75,3.0,4.0,3+,Relatively New,2037.0,1.0,1.0,0.0,1.0,1.0,0.0,Low,High Floor
flat,sector 4,0.45,2.0,2.0,1,Relatively New,944.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 70a,2.3,3.0,3.0,3,Relatively New,1947.0,0.0,0.0,1.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 38,4.0,6.0,6.0,3+,Old Property,1836.0,1.0,1.0,0.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 102,1.4,3.0,3.0,3,Relatively New,1495.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 50,1.88,3.0,3.0,3+,Moderately Old,1790.0,0.0,0.0,0.0,0.0,1.0,0.0,high,High Floor
flat,sector 104,1.8,3.0,4.0,3,New Property,2544.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 50,1.05,2.0,2.0,2,Moderately Old,1098.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 83,1.4,4.0,4.0,3,Relatively New,2167.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 83,3.15,5.0,7.0,3+,Relatively New,3200.0,0.0,1.0,0.0,0.0,0.0,0.0,high,High Floor
house,sector 10a,1.7,2.0,1.0,2,Old Property,900.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,Low Floor
flat,sector 36a,0.37,1.0,1.0,1,Relatively New,319.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 49,6.75,5.0,4.0,2,Old Property,3420.0,1.0,1.0,1.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 81,0.95,2.0,2.0,2,Relatively New,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,high,High Floor
flat,sector 82a,3.5,5.0,5.0,3+,Relatively New,2896.0,1.0,0.0,0.0,0.0,0.0,2.0,Low,High Floor
house,sector 45,17.0,5.0,8.0,3+,Relatively New,4500.0,1.0,1.0,1.0,1.0,0.0,2.0,high,Mid Floor
flat,sector 76,0.55,2.0,2.0,2,Under Construction,823.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 84,1.15,2.0,2.0,3,Relatively New,1395.0,1.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 79,2.03,3.0,4.0,3+,Relatively New,2033.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 67,1.85,3.0,3.0,3,Moderately Old,278.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 106,1.17,3.0,4.0,3+,Relatively New,1186.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 65,5.0,3.0,3.0,3,Relatively New,3245.0,0.0,1.0,0.0,0.0,0.0,0.0,high,Low Floor
flat,sector 3 phase 3 extension,0.22,2.0,2.0,1,Relatively New,570.0,0.0,0.0,0.0,0.0,1.0,2.0,Low,Low Floor
flat,sector 43,4.2,3.0,4.0,2,Moderately Old,2125.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 104,1.35,4.0,5.0,3+,Relatively New,3000.0,1.0,1.0,1.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 56,1.5,3.0,3.0,3+,Relatively New,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 49,4.05,3.0,3.0,3,Moderately Old,2000.0,0.0,1.0,1.0,0.0,0.0,1.0,Low,Low Floor
house,sector 10a,4.25,4.0,3.0,2,Moderately Old,2367.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 107,0.9,2.0,2.0,3+,Relatively New,1237.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 77,1.65,4.0,3.0,3,Relatively New,1766.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 14,2.2,3.0,4.0,3+,Old Property,1956.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 90,0.9,3.0,4.0,3,Relatively New,1766.0,0.0,1.0,0.0,0.0,0.0,1.0,high,Mid Floor
flat,sector 109,1.68,3.0,3.0,3+,Moderately Old,2305.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 107,1.4,3.0,4.0,0,New Property,2139.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 78,0.75,2.0,2.0,1,Moderately Old,1239.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 33,3.25,4.0,4.0,3+,Old Property,4809.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 93,0.38,2.0,2.0,2,Relatively New,661.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 109,1.7,1.0,1.0,2,Relatively New,965.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 77,1.64,4.0,3.0,3,Relatively New,1766.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 70a,2.55,3.0,3.0,3,New Property,2000.0,0.0,1.0,0.0,1.0,1.0,0.0,high,High Floor
house,sector 108,1.34,1.0,1.0,0,Relatively New,2680.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 113,3.35,4.0,4.0,3+,Relatively New,2991.0,1.0,1.0,0.0,0.0,0.0,0.0,high,High Floor
flat,sector 90,0.92,3.0,3.0,2,Relatively New,2167.0,1.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 85,1.18,2.0,3.0,3,Relatively New,1420.0,0.0,0.0,0.0,1.0,0.0,0.0,high,High Floor
flat,sector 110,1.4,3.0,3.0,3,Relatively New,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 9,1.25,3.0,6.0,3+,Old Property,1431.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 110,3.6,4.0,5.0,3,Relatively New,3080.0,0.0,1.0,0.0,0.0,0.0,1.0,high,Mid Floor
flat,sector 65,4.7,3.0,3.0,3+,Relatively New,2380.0,0.0,1.0,0.0,1.0,0.0,0.0,Low,Mid Floor
house,sector 23,5.5,9.0,9.0,3+,Moderately Old,4200.0,0.0,1.0,0.0,0.0,1.0,0.0,Low,Mid Floor
house,sector 11,2.2,4.0,3.0,2,Old Property,1800.0,1.0,0.0,0.0,1.0,0.0,1.0,Low,Low Floor
flat,sector 50,2.5,3.0,3.0,3,Relatively New,1896.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 71,1.35,4.0,4.0,3,Moderately Old,2129.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 68,1.1,2.0,2.0,3,New Property,1244.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sohna road,0.46,2.0,2.0,2,Relatively New,789.0,0.0,0.0,0.0,0.0,0.0,2.0,Low,Mid Floor
flat,sector 90,1.29,3.0,3.0,3+,Relatively New,1817.0,0.0,1.0,0.0,0.0,0.0,1.0,high,High Floor
flat,sector 88a,1.75,3.0,3.0,3+,New Property,1306.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 109,6.0,5.0,5.0,3+,Relatively New,6228.0,1.0,1.0,1.0,1.0,0.0,1.0,high,Low Floor
flat,sector 85,1.14,2.0,2.0,3,Relatively New,1605.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 110,1.2,3.0,4.0,3+,Relatively New,1186.0,0.0,1.0,0.0,0.0,0.0,1.0,high,Mid Floor
flat,sector 107,1.3,3.0,3.0,3,Relatively New,1548.0,0.0,0.0,0.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 85,0.55,2.0,2.0,2,Relatively New,1050.0,0.0,0.0,0.0,0.0,1.0,1.0,high,Mid Floor
flat,sector 69,1.55,3.0,3.0,2,Relatively New,1429.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 72,6.5,4.0,4.0,3+,Relatively New,3850.0,1.0,1.0,0.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 86,0.78,2.0,2.0,2,New Property,1360.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 31,4.25,5.0,5.0,3+,Moderately Old,1620.0,0.0,0.0,1.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 65,2.0,3.0,3.0,3,Relatively New,1833.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 1,4.75,6.0,7.0,0,Moderately Old,4500.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 89,1.28,3.0,3.0,2,New Property,1611.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 4,0.8,2.0,3.0,1,Moderately Old,675.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 81,0.9,2.0,2.0,3,New Property,1232.0,0.0,0.0,0.0,0.0,1.0,1.0,Medium,Mid Floor
flat,sector 110,4.0,4.0,4.0,3,New Property,3350.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
house,sector 2,0.4,2.0,2.0,1,Relatively New,583.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 37d,1.07,3.0,3.0,2,Relatively New,1450.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sohna road,0.78,2.0,2.0,3,Under Construction,1223.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 70a,1.1,2.0,2.0,3+,New Property,1313.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 48,3.3,5.0,5.0,3+,Old Property,3305.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 83,0.87,2.0,2.0,2,Moderately Old,1128.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 22,2.55,3.0,3.0,3,Relatively New,1860.0,0.0,0.0,0.0,0.0,0.0,2.0,Low,Mid Floor
house,sector 81,0.89,1.0,1.0,0,Relatively New,1095.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 86,0.74,2.0,2.0,1,Under Construction,1232.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,High Floor
flat,sector 83,0.65,1.0,1.0,0,Relatively New,700.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 25,9.9,5.0,5.0,2,Moderately Old,3375.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 90,0.66,2.0,2.0,3,Relatively New,1122.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 61,2.45,3.0,3.0,3,New Property,1223.0,1.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sohna road,0.26,2.0,2.0,2,Moderately Old,522.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 109,6.44,4.0,5.0,3+,New Property,2430.0,1.0,1.0,1.0,1.0,0.0,1.0,Medium,Mid Floor
house,sector 12,1.7,3.0,3.0,0,Old Property,200.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 9a,0.94,3.0,3.0,2,Moderately Old,1722.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 92,0.5,2.0,2.0,3,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 43,3.35,1.0,1.0,0,Old Property,1242.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 113,2.51,3.0,3.0,3+,New Property,1696.0,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 113,2.87,4.0,4.0,3+,Under Construction,2553.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 92,0.99,3.0,2.0,3,Relatively New,1091.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 90,1.25,4.0,5.0,2,Relatively New,2332.0,1.0,1.0,0.0,0.0,0.0,1.0,high,Mid Floor
flat,sector 108,2.15,3.0,4.0,3+,Relatively New,4600.0,1.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 95,0.45,2.0,2.0,2,New Property,632.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 48,3.45,3.0,3.0,3,Moderately Old,1869.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 63,3.35,3.0,3.0,3+,New Property,2034.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 69,1.66,3.0,3.0,2,Relatively New,1484.0,0.0,0.0,0.0,0.0,0.0,1.0,high,Low Floor
house,sector 43,8.25,5.0,6.0,3+,Moderately Old,2700.0,1.0,1.0,1.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 69,1.28,3.0,3.0,2,Relatively New,1429.0,0.0,0.0,0.0,1.0,0.0,0.0,Low,High Floor
flat,sector 107,1.4,3.0,4.0,3+,Relatively New,2139.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 70a,1.25,2.0,2.0,3,Relatively New,1402.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 1,0.85,3.0,3.0,3+,Moderately Old,1947.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 69,1.43,3.0,3.0,2,Relatively New,1305.0,0.0,0.0,0.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 48,5.0,3.0,4.0,3,Moderately Old,4778.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 70,1.0,3.0,2.0,2,Moderately Old,1078.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sohna road,0.24,1.0,1.0,2,New Property,360.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 81,2.26,3.0,4.0,3+,New Property,1902.0,0.0,1.0,0.0,0.0,0.0,2.0,high,High Floor
flat,sector 108,1.02,2.0,3.0,3,Relatively New,1283.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 49,2.55,3.0,4.0,3,Relatively New,2060.0,1.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 99,0.4,2.0,2.0,2,New Property,734.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 49,3.75,3.0,3.0,1,Old Property,1701.0,0.0,0.0,0.0,1.0,0.0,0.0,Low,Low Floor
house,sector 50,7.1,3.0,3.0,3,Moderately Old,2259.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sohna road,1.1,2.0,2.0,3+,Relatively New,1320.0,1.0,0.0,0.0,0.0,1.0,0.0,Low,High Floor
flat,sector 110,4.0,4.0,4.0,3,New Property,3350.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
house,sector 72,8.6,4.0,5.0,3+,Relatively New,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 37c,1.44,3.0,3.0,3+,New Property,2211.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 52,8.0,6.0,5.0,3+,Moderately Old,3132.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 102,2.5,4.0,5.0,3+,Relatively New,2600.0,0.0,1.0,0.0,1.0,0.0,0.0,high,Mid Floor
house,sector 109,5.9,4.0,5.0,2,Relatively New,2430.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 109,8.75,5.0,5.0,3+,New Property,3600.0,1.0,1.0,1.0,1.0,0.0,0.0,high,Mid Floor
flat,sector 89,0.85,2.0,2.0,2,New Property,1226.0,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 107,0.28,2.0,2.0,2,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 47,2.4,3.0,4.0,3+,Moderately Old,1917.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 14,4.15,5.0,4.0,2,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 70,1.1,2.0,2.0,2,Relatively New,1444.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 106,1.32,4.0,5.0,3+,Relatively New,1535.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,High Floor
house,sector 47,0.99,1.0,4.0,3,Relatively New,576.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 69,1.32,3.0,3.0,1,Relatively New,1420.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 95,0.55,2.0,2.0,3,New Property,990.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 86,2.2,3.0,3.0,1,Relatively New,1748.0,0.0,0.0,0.0,1.0,0.0,2.0,Medium,Mid Floor
house,sector 43,2.45,4.0,4.0,3+,Moderately Old,540.0,1.0,1.0,0.0,1.0,1.0,2.0,Medium,Mid Floor
flat,sector 102,0.47,2.0,2.0,1,Relatively New,582.0,0.0,0.0,1.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 25,6.5,5.0,5.0,3+,Old Property,1800.0,1.0,1.0,1.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sohna road,0.67,2.0,2.0,3,Relatively New,1096.0,0.0,0.0,0.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 89,0.95,2.0,2.0,2,New Property,1226.0,1.0,1.0,0.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 26,5.8,4.0,4.0,3+,Old Property,4518.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 102,0.95,2.0,2.0,2,Relatively New,915.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 85,1.3,2.0,2.0,2,New Property,1486.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 92,0.42,3.0,3.0,1,Relatively New,711.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 82,5.0,4.0,4.0,3+,Relatively New,3240.0,0.0,1.0,1.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 109,2.95,4.0,4.0,3+,Relatively New,3150.0,0.0,1.0,1.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 111,2.25,3.0,3.0,2,Relatively New,1540.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 90,0.85,3.0,4.0,3,Relatively New,1680.0,0.0,1.0,1.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 81,2.2,3.0,4.0,3+,Relatively New,1902.0,0.0,1.0,0.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 110,4.25,5.0,5.0,3+,Relatively New,3514.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 66,3.0,3.0,3.0,2,Relatively New,1950.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 85,1.04,2.0,2.0,3,New Property,1550.0,0.0,0.0,0.0,0.0,1.0,1.0,Medium,High Floor
flat,sector 61,3.6,4.0,4.0,3,Moderately Old,2582.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 26,17.0,5.0,6.0,3,Old Property,4518.0,0.0,1.0,1.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 103,1.25,3.0,3.0,3+,New Property,1465.0,0.0,0.0,0.0,1.0,0.0,1.0,Medium,Low Floor
house,sector 105,1.2,4.0,4.0,1,Moderately Old,900.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,Low Floor
flat,sector 37c,0.66,2.0,2.0,3+,Relatively New,1310.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 21,1.3,5.0,5.0,2,Old Property,2400.0,1.0,1.0,1.0,0.0,0.0,0.0,Low,Low Floor
flat,gwal pahari,0.56,2.0,2.0,1,Old Property,1028.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,High Floor
house,sector 104,0.48,2.0,2.0,1,New Property,795.0,1.0,0.0,0.0,1.0,1.0,1.0,Low,Low Floor
flat,sector 67,1.0,3.0,3.0,3+,Moderately Old,1408.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 79,0.95,2.0,2.0,3,Relatively New,1611.0,0.0,0.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 37c,1.43,3.0,3.0,3+,Relatively New,1835.0,0.0,1.0,0.0,0.0,1.0,1.0,Low,Low Floor
flat,sector 65,2.79,4.0,4.0,3+,Relatively New,2194.0,1.0,1.0,0.0,0.0,0.0,2.0,high,Low Floor
flat,gwal pahari,1.38,3.0,3.0,2,Relatively New,1295.0,0.0,0.0,0.0,0.0,0.0,0.0,high,Low Floor
flat,manesar,1.2,3.0,3.0,3+,Moderately Old,2944.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 111,3.65,4.0,5.0,3+,Moderately Old,2672.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 113,1.45,2.0,2.0,2,Relatively New,1080.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 41,9.35,10.0,10.0,3+,Moderately Old,7500.0,1.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 50,7.45,4.0,4.0,3,Old Property,4500.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 102,1.9,3.0,4.0,3,Relatively New,1711.0,0.0,1.0,0.0,0.0,0.0,1.0,high,Mid Floor
house,sector 38,4.3,3.0,9.0,3+,Relatively New,1494.0,0.0,0.0,0.0,1.0,1.0,0.0,Low,Mid Floor
flat,sector 108,0.7,2.0,2.0,3,Moderately Old,1720.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 2,0.95,2.0,2.0,1,Relatively New,1100.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
house,sector 48,7.69,4.0,5.0,3,Moderately Old,3195.0,1.0,1.0,1.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 79,1.1,3.0,3.0,3,Relatively New,2167.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 43,8.44,4.0,5.0,3,Moderately Old,5000.0,0.0,1.0,0.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 37d,0.65,2.0,2.0,3,New Property,625.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 61,2.3,3.0,3.0,2,New Property,1476.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 65,2.35,3.0,3.0,3,Relatively New,1500.0,1.0,1.0,0.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 86,1.3,4.0,6.0,2,New Property,2524.0,0.0,1.0,0.0,0.0,1.0,1.0,Medium,High Floor
flat,sector 2,1.36,3.0,3.0,3+,Moderately Old,1612.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sohna road,0.25,2.0,2.0,1,Relatively New,587.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 2,0.65,2.0,2.0,1,Moderately Old,1125.0,0.0,0.0,1.0,0.0,0.0,1.0,Low,Low Floor
house,sector 38,3.5,3.0,2.0,2,Moderately Old,1722.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 61,1.9,3.0,3.0,3,New Property,1137.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 106,1.28,3.0,4.0,3+,Relatively New,1186.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 82,1.39,3.0,3.0,3+,Relatively New,1957.0,1.0,1.0,0.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 104,0.2,1.0,1.0,1,Relatively New,301.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 79,1.85,3.0,4.0,3+,New Property,1947.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 90,1.7,4.0,4.0,3+,Moderately Old,2006.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,High Floor
