,property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price
0,0.0,99.0,4.0,5.0,4.0,3.0,2547.0,0.0,0.0,1.0,1.0,2.0,2.2
1,0.0,79.0,2.0,2.0,3.0,3.0,1130.0,0.0,0.0,0.0,1.0,1.0,1.08
2,0.0,113.0,2.0,2.0,2.0,3.0,1046.0,0.0,0.0,1.0,0.0,2.0,0.99
3,1.0,47.0,10.0,10.0,4.0,3.0,3123.0,0.0,0.0,1.0,0.0,1.0,8.0
4,0.0,17.0,4.0,5.0,4.0,3.0,2650.0,1.0,0.0,0.0,2.0,0.0,3.7
5,1.0,7.0,4.0,5.0,0.0,3.0,4700.0,0.0,0.0,1.0,1.0,0.0,3.15
6,1.0,55.0,8.0,6.0,4.0,0.0,3240.0,1.0,0.0,0.0,0.0,2.0,8.81
7,0.0,1.0,5.0,6.0,4.0,3.0,9058.0,1.0,0.0,1.0,0.0,0.0,7.5
8,0.0,94.0,4.0,5.0,2.0,3.0,3019.0,1.0,0.0,0.0,1.0,2.0,2.91
9,0.0,82.0,3.0,3.0,3.0,1.0,1766.0,1.0,1.0,1.0,0.0,2.0,1.9
10,1.0,50.0,3.0,3.0,2.0,0.0,900.0,0.0,0.0,0.0,0.0,2.0,2.1
11,1.0,36.0,3.0,1.0,0.0,2.0,1008.0,0.0,0.0,1.0,0.0,1.0,0.9
12,0.0,78.0,3.0,3.0,3.0,1.0,1585.0,0.0,0.0,1.0,0.0,0.0,2.0
13,0.0,107.0,4.0,4.0,4.0,3.0,1734.0,0.0,0.0,1.0,1.0,2.0,0.75
14,0.0,103.0,3.0,2.0,3.0,1.0,1550.0,0.0,0.0,1.0,0.0,2.0,1.1
15,0.0,78.0,3.0,3.0,3.0,1.0,1552.0,1.0,1.0,0.0,2.0,2.0,1.8
16,0.0,99.0,2.0,2.0,3.0,1.0,1200.0,1.0,1.0,0.0,2.0,2.0,1.08
17,0.0,0.0,3.0,3.0,2.0,4.0,1268.0,0.0,0.0,1.0,0.0,2.0,1.3
18,0.0,19.0,3.0,3.0,2.0,4.0,1430.0,0.0,0.0,1.0,1.0,2.0,1.93
19,0.0,99.0,3.0,3.0,3.0,3.0,1587.0,0.0,0.0,1.0,0.0,2.0,0.93
20,0.0,77.0,3.0,3.0,3.0,3.0,2048.0,0.0,1.0,2.0,2.0,1.0,2.8
21,0.0,43.0,2.0,2.0,2.0,3.0,1479.0,0.0,0.0,1.0,1.0,0.0,2.3
22,1.0,59.0,4.0,4.0,2.0,0.0,4500.0,1.0,0.0,1.0,2.0,1.0,15.0
23,0.0,19.0,3.0,4.0,4.0,3.0,1940.0,1.0,0.0,1.0,0.0,2.0,2.4
24,1.0,92.0,1.0,1.0,1.0,0.0,556.0,0.0,0.0,1.0,0.0,2.0,0.45
25,0.0,98.0,3.0,3.0,3.0,1.0,1850.0,1.0,0.0,1.0,1.0,1.0,1.5
26,0.0,100.0,3.0,4.0,4.0,3.0,1748.0,1.0,0.0,1.0,1.0,1.0,1.25
27,0.0,70.0,2.0,3.0,2.0,3.0,1520.0,0.0,1.0,0.0,2.0,1.0,2.05
28,1.0,76.0,5.0,6.0,4.0,1.0,3240.0,1.0,1.0,0.0,2.0,1.0,11.0
29,1.0,52.0,3.0,9.0,4.0,0.0,1935.0,1.0,0.0,0.0,1.0,2.0,5.3
30,1.0,20.0,1.0,1.0,1.0,2.0,1800.0,1.0,0.0,1.0,0.0,1.0,1.7
31,0.0,46.0,4.0,4.0,3.0,3.0,2091.0,0.0,0.0,0.0,1.0,0.0,1.67
32,1.0,81.0,3.0,1.0,1.0,3.0,550.0,0.0,0.0,1.0,0.0,2.0,0.66
33,0.0,10.0,4.0,6.0,4.0,3.0,1535.0,1.0,0.0,1.0,2.0,0.0,1.5
34,0.0,68.0,3.0,3.0,3.0,4.0,2550.0,0.0,0.0,1.0,0.0,2.0,3.78
35,0.0,97.0,3.0,3.0,3.0,0.0,1469.0,0.0,0.0,0.0,1.0,2.0,1.05
36,0.0,100.0,2.0,2.0,1.0,1.0,1300.0,0.0,0.0,1.0,0.0,0.0,0.82
37,0.0,85.0,3.0,3.0,3.0,0.0,1789.0,1.0,0.0,0.0,0.0,2.0,1.9
38,0.0,75.0,2.0,2.0,2.0,1.0,1187.0,0.0,0.0,1.0,1.0,0.0,2.1
39,0.0,75.0,4.0,4.0,3.0,3.0,1975.0,1.0,0.0,0.0,1.0,2.0,2.75
40,0.0,7.0,2.0,2.0,0.0,3.0,750.0,0.0,0.0,1.0,0.0,2.0,0.5
41,0.0,94.0,2.0,2.0,1.0,3.0,613.0,0.0,0.0,0.0,1.0,2.0,0.48
42,0.0,12.0,4.0,5.0,4.0,3.0,2517.0,0.0,0.0,1.0,1.0,2.0,2.28
43,0.0,107.0,3.0,2.0,2.0,3.0,1132.0,0.0,0.0,1.0,1.0,1.0,0.51
44,0.0,90.0,3.0,2.0,2.0,0.0,1472.0,0.0,0.0,1.0,1.0,2.0,0.8
45,1.0,78.0,4.0,4.0,2.0,1.0,2700.0,0.0,0.0,0.0,1.0,2.0,1.83
46,0.0,68.0,3.0,4.0,3.0,4.0,2079.0,0.0,0.0,1.0,0.0,2.0,4.25
47,1.0,73.0,4.0,4.0,4.0,1.0,3950.0,0.0,0.0,1.0,1.0,0.0,8.5
48,0.0,70.0,2.0,3.0,2.0,3.0,1404.0,0.0,0.0,1.0,1.0,2.0,2.5
49,1.0,26.0,4.0,4.0,2.0,2.0,4518.0,1.0,0.0,0.0,0.0,1.0,8.5
50,0.0,94.0,2.0,2.0,3.0,3.0,700.0,0.0,0.0,1.0,1.0,2.0,0.49
51,0.0,71.0,2.0,2.0,2.0,3.0,1533.0,1.0,0.0,1.0,1.0,0.0,1.6
52,0.0,11.0,2.0,2.0,4.0,3.0,1237.0,0.0,0.0,0.0,0.0,2.0,0.9
53,0.0,97.0,3.0,3.0,3.0,3.0,1549.0,1.0,0.0,0.0,1.0,2.0,1.75
54,0.0,14.0,2.0,2.0,3.0,1.0,1087.0,0.0,0.0,1.0,1.0,2.0,0.9
55,0.0,72.0,2.0,2.0,3.0,4.0,1676.0,0.0,0.0,1.0,1.0,0.0,2.15
56,0.0,52.0,3.0,2.0,3.0,2.0,1676.0,0.0,0.0,1.0,0.0,2.0,2.5
57,1.0,92.0,2.0,3.0,1.0,3.0,450.0,0.0,0.0,1.0,0.0,1.0,0.32
58,1.0,47.0,3.0,2.0,3.0,0.0,1458.0,0.0,1.0,0.0,1.0,1.0,3.5
59,0.0,72.0,2.0,2.0,2.0,1.0,1366.0,1.0,0.0,1.0,1.0,0.0,2.1
60,0.0,96.0,2.0,2.0,2.0,3.0,1000.0,0.0,0.0,1.0,0.0,1.0,0.75
61,1.0,22.0,6.0,6.0,4.0,2.0,3150.0,0.0,0.0,1.0,0.0,2.0,6.4
62,0.0,113.0,3.0,2.0,4.0,1.0,1210.0,0.0,0.0,1.0,1.0,2.0,0.95
63,0.0,12.0,2.0,3.0,3.0,3.0,1162.0,0.0,0.0,1.0,1.0,2.0,0.93
64,0.0,101.0,3.0,3.0,2.0,3.0,2056.0,0.0,0.0,1.0,0.0,2.0,1.5
65,0.0,77.0,3.0,4.0,4.0,3.0,2136.0,1.0,0.0,0.0,2.0,0.0,3.5
66,0.0,83.0,3.0,3.0,3.0,3.0,1947.0,1.0,0.0,1.0,1.0,0.0,2.4
67,1.0,20.0,4.0,4.0,1.0,0.0,1700.0,0.0,0.0,1.0,0.0,1.0,0.7
68,0.0,6.0,3.0,3.0,3.0,3.0,1495.0,1.0,0.0,0.0,0.0,2.0,1.39
69,0.0,23.0,4.0,3.0,3.0,2.0,1444.0,0.0,0.0,0.0,1.0,2.0,1.4
70,0.0,20.0,3.0,4.0,2.0,2.0,2000.0,1.0,0.0,1.0,0.0,1.0,1.15
71,0.0,6.0,2.0,2.0,2.0,1.0,1167.0,0.0,0.0,0.0,0.0,0.0,1.4
72,1.0,69.0,4.0,4.0,2.0,0.0,480.0,0.0,0.0,1.0,0.0,1.0,0.75
73,0.0,71.0,2.0,2.0,2.0,4.0,1333.0,0.0,0.0,1.0,0.0,1.0,1.5
74,0.0,57.0,1.0,2.0,2.0,0.0,746.0,0.0,0.0,1.0,0.0,1.0,0.94
75,1.0,21.0,10.0,10.0,2.0,2.0,400.0,0.0,0.0,1.0,0.0,1.0,2.25
76,0.0,10.0,2.0,2.0,2.0,1.0,1539.0,0.0,0.0,1.0,1.0,2.0,1.05
77,1.0,104.0,2.0,3.0,0.0,2.0,900.0,0.0,0.0,1.0,0.0,2.0,1.65
78,0.0,10.0,5.0,6.0,4.0,4.0,3799.0,0.0,0.0,0.0,1.0,2.0,6.3
79,0.0,16.0,5.0,5.0,2.0,3.0,3500.0,1.0,0.0,1.0,2.0,2.0,4.1
80,0.0,6.0,3.0,3.0,3.0,3.0,2222.0,1.0,1.0,1.0,1.0,0.0,1.92
81,0.0,19.0,3.0,4.0,4.0,3.0,2217.0,1.0,0.0,0.0,0.0,2.0,2.7
82,1.0,41.0,6.0,6.0,4.0,0.0,4914.0,0.0,0.0,0.0,0.0,2.0,9.5
83,0.0,6.0,3.0,4.0,3.0,3.0,1711.0,1.0,0.0,1.0,0.0,0.0,1.8
84,0.0,107.0,2.0,2.0,3.0,4.0,1196.0,0.0,0.0,1.0,0.0,0.0,0.6
85,0.0,80.0,3.0,3.0,2.0,3.0,1429.0,0.0,0.0,1.0,1.0,1.0,1.43
86,0.0,32.0,5.0,5.0,4.0,2.0,5778.0,1.0,0.0,2.0,0.0,1.0,8.0
87,0.0,7.0,2.0,3.0,3.0,3.0,1613.0,1.0,0.0,0.0,1.0,2.0,0.93
88,0.0,46.0,3.0,3.0,2.0,3.0,1164.0,0.0,0.0,1.0,0.0,2.0,1.0
89,0.0,12.0,3.0,4.0,2.0,3.0,2343.0,1.0,0.0,1.0,0.0,0.0,3.95
90,0.0,99.0,3.0,3.0,2.0,0.0,1350.0,0.0,0.0,1.0,0.0,2.0,0.72
91,1.0,27.0,6.0,6.0,2.0,0.0,3611.0,0.0,0.0,1.0,0.0,1.0,5.0
92,1.0,85.0,5.0,6.0,4.0,3.0,6300.0,1.0,1.0,0.0,1.0,2.0,8.5
93,0.0,46.0,2.0,2.0,3.0,0.0,1410.0,0.0,0.0,1.0,1.0,0.0,0.75
94,0.0,109.0,3.0,3.0,1.0,3.0,2000.0,0.0,0.0,1.0,1.0,0.0,0.9
95,0.0,105.0,2.0,2.0,3.0,2.0,1200.0,0.0,0.0,1.0,1.0,2.0,0.64
96,1.0,56.0,3.0,4.0,3.0,3.0,2592.0,1.0,1.0,0.0,1.0,1.0,6.4
97,0.0,79.0,2.0,2.0,3.0,3.0,1365.0,0.0,0.0,1.0,1.0,0.0,1.32
98,0.0,7.0,3.0,3.0,4.0,3.0,1561.0,0.0,0.0,1.0,1.0,0.0,1.34
99,0.0,42.0,3.0,2.0,3.0,4.0,979.0,0.0,0.0,1.0,0.0,2.0,0.72
100,1.0,66.0,5.0,4.0,3.0,3.0,2700.0,1.0,0.0,1.0,0.0,1.0,8.0
101,0.0,107.0,3.0,4.0,3.0,3.0,1807.0,1.0,0.0,0.0,1.0,0.0,1.55
102,0.0,97.0,2.0,2.0,2.0,0.0,1196.0,0.0,1.0,1.0,0.0,2.0,0.8
103,0.0,100.0,2.0,2.0,1.0,3.0,578.0,0.0,0.0,1.0,0.0,2.0,0.5
104,1.0,56.0,4.0,4.0,3.0,0.0,4000.0,1.0,0.0,1.0,0.0,1.0,7.65
105,0.0,57.0,1.0,1.0,1.0,0.0,720.0,0.0,0.0,1.0,0.0,1.0,0.8
106,0.0,8.0,3.0,4.0,4.0,3.0,2304.0,1.0,0.0,0.0,2.0,2.0,2.25
107,0.0,99.0,2.0,2.0,3.0,3.0,1630.0,0.0,0.0,1.0,0.0,2.0,1.18
108,0.0,107.0,3.0,2.0,2.0,1.0,1176.0,0.0,0.0,1.0,0.0,0.0,0.79
109,0.0,82.0,2.0,2.0,2.0,3.0,1500.0,0.0,0.0,1.0,1.0,2.0,1.15
110,0.0,72.0,4.0,4.0,4.0,3.0,4200.0,1.0,0.0,0.0,1.0,0.0,7.56
111,0.0,82.0,3.0,4.0,3.0,3.0,1587.0,1.0,0.0,2.0,2.0,1.0,1.65
112,0.0,59.0,3.0,3.0,4.0,0.0,2360.0,1.0,0.0,1.0,1.0,2.0,2.7
113,0.0,48.0,5.0,4.0,3.0,2.0,3556.0,1.0,0.0,2.0,0.0,2.0,2.0
114,0.0,109.0,1.0,1.0,1.0,3.0,3569.0,0.0,0.0,1.0,1.0,0.0,0.17
115,0.0,78.0,2.0,2.0,2.0,3.0,581.0,0.0,0.0,1.0,1.0,1.0,0.62
116,0.0,77.0,4.0,4.0,4.0,3.0,3200.0,1.0,1.0,0.0,2.0,1.0,4.75
117,0.0,84.0,3.0,3.0,3.0,3.0,1467.0,0.0,0.0,1.0,1.0,0.0,1.1
118,0.0,82.0,3.0,5.0,3.0,3.0,1528.0,1.0,0.0,0.0,2.0,2.0,1.5
119,0.0,63.0,3.0,4.0,4.0,3.0,1875.0,1.0,0.0,0.0,0.0,0.0,4.85
120,0.0,77.0,3.0,4.0,3.0,3.0,2100.0,1.0,0.0,0.0,0.0,0.0,3.39
121,0.0,97.0,2.0,2.0,2.0,3.0,990.0,0.0,0.0,0.0,2.0,1.0,0.6
122,1.0,41.0,5.0,7.0,4.0,3.0,5056.0,1.0,0.0,1.0,1.0,2.0,11.75
123,0.0,75.0,3.0,3.0,3.0,3.0,1867.0,0.0,0.0,1.0,1.0,0.0,2.8
124,1.0,8.0,4.0,3.0,1.0,0.0,1170.0,0.0,0.0,1.0,0.0,1.0,0.6
125,0.0,63.0,4.0,4.0,2.0,0.0,2077.0,1.0,0.0,2.0,1.0,2.0,6.75
126,0.0,77.0,3.0,4.0,4.0,0.0,1765.0,1.0,0.0,0.0,1.0,0.0,2.32
127,0.0,109.0,2.0,2.0,1.0,3.0,563.0,0.0,0.0,2.0,0.0,2.0,0.32
128,1.0,20.0,3.0,3.0,0.0,3.0,1160.0,0.0,0.0,1.0,0.0,1.0,0.7
129,1.0,81.0,4.0,4.0,2.0,2.0,345.0,0.0,1.0,1.0,0.0,2.0,2.43
130,0.0,98.0,4.0,4.0,3.0,3.0,3222.0,1.0,0.0,1.0,0.0,2.0,2.2
131,1.0,49.0,4.0,4.0,3.0,2.0,160.0,0.0,0.0,0.0,0.0,1.0,2.3
132,1.0,64.0,6.0,4.0,3.0,2.0,2700.0,1.0,0.0,0.0,0.0,2.0,5.6
133,1.0,59.0,5.0,7.0,4.0,3.0,5850.0,1.0,0.0,0.0,2.0,1.0,12.25
134,1.0,41.0,6.0,5.0,4.0,3.0,4500.0,0.0,0.0,1.0,0.0,2.0,8.0
135,0.0,110.0,4.0,4.0,4.0,1.0,3043.0,1.0,0.0,1.0,1.0,1.0,3.25
136,0.0,110.0,2.0,2.0,2.0,1.0,1236.0,0.0,0.0,0.0,1.0,1.0,1.15
137,0.0,6.0,3.0,3.0,3.0,3.0,1465.0,1.0,0.0,1.0,0.0,2.0,1.75
138,1.0,35.0,3.0,2.0,1.0,3.0,1800.0,0.0,0.0,1.0,0.0,1.0,1.45
139,1.0,64.0,3.0,3.0,4.0,2.0,2160.0,1.0,1.0,0.0,0.0,1.0,4.6
140,0.0,45.0,3.0,4.0,3.0,3.0,1661.0,1.0,0.0,1.0,0.0,2.0,0.98
141,0.0,75.0,2.0,2.0,2.0,3.0,813.0,0.0,0.0,1.0,1.0,2.0,1.3
142,1.0,32.0,5.0,5.0,3.0,0.0,3618.0,1.0,0.0,1.0,0.0,2.0,10.5
143,0.0,107.0,4.0,5.0,4.0,0.0,1895.0,0.0,0.0,0.0,1.0,0.0,0.92
144,0.0,91.0,3.0,4.0,4.0,3.0,2629.0,1.0,0.0,0.0,2.0,1.0,2.0
145,0.0,75.0,3.0,3.0,3.0,3.0,1600.0,1.0,0.0,0.0,0.0,2.0,2.25
146,0.0,70.0,4.0,4.0,3.0,3.0,2650.0,1.0,0.0,0.0,0.0,0.0,3.75
147,0.0,27.0,2.0,2.0,3.0,0.0,1418.0,0.0,0.0,1.0,1.0,0.0,0.98
148,1.0,27.0,4.0,4.0,4.0,0.0,2400.0,1.0,0.0,1.0,0.0,1.0,4.0
149,0.0,94.0,2.0,2.0,2.0,0.0,1397.0,0.0,0.0,1.0,0.0,2.0,0.75
150,0.0,12.0,2.0,3.0,3.0,3.0,978.23,1.0,0.0,1.0,1.0,1.0,0.9
151,0.0,12.0,3.0,4.0,4.0,3.0,1500.29,1.0,0.0,0.0,1.0,2.0,1.6
152,1.0,76.0,4.0,5.0,2.0,1.0,2250.0,1.0,0.0,1.0,1.0,2.0,8.7
153,0.0,75.0,3.0,4.0,2.0,3.0,3355.0,0.0,0.0,1.0,0.0,0.0,6.15
154,0.0,62.0,4.0,4.0,3.0,3.0,2477.0,0.0,0.0,1.0,0.0,0.0,7.4
155,0.0,12.0,3.0,4.0,3.0,0.0,1771.32,0.0,0.0,0.0,1.0,2.0,1.65
156,0.0,107.0,3.0,3.0,4.0,3.0,1523.0,0.0,0.0,1.0,0.0,0.0,0.82
157,0.0,84.0,3.0,3.0,3.0,0.0,1467.0,0.0,0.0,1.0,1.0,1.0,0.98
158,0.0,98.0,2.0,2.0,3.0,3.0,1361.0,0.0,0.0,0.0,0.0,2.0,1.15
159,0.0,59.0,4.0,4.0,3.0,0.0,11111.0,1.0,0.0,1.0,0.0,2.0,8.5
160,0.0,103.0,3.0,3.0,2.0,1.0,1581.0,0.0,0.0,1.0,1.0,1.0,1.14
161,0.0,94.0,2.0,2.0,3.0,3.0,1300.0,0.0,0.0,0.0,1.0,2.0,0.87
162,0.0,63.0,3.0,3.0,4.0,0.0,2000.0,0.0,0.0,0.0,1.0,2.0,1.55
163,1.0,71.0,3.0,3.0,3.0,1.0,1549.0,0.0,0.0,1.0,1.0,2.0,2.01
164,0.0,7.0,4.0,5.0,4.0,1.0,2418.0,1.0,0.0,1.0,0.0,0.0,2.0
165,0.0,85.0,4.0,5.0,4.0,3.0,2702.0,1.0,0.0,0.0,2.0,0.0,4.0
166,0.0,95.0,2.0,2.0,2.0,3.0,1300.0,0.0,0.0,1.0,1.0,0.0,1.0
167,0.0,105.0,4.0,4.0,4.0,0.0,2141.0,1.0,1.0,1.0,0.0,2.0,1.42
168,0.0,91.0,3.0,4.0,4.0,3.0,2629.0,1.0,0.0,0.0,2.0,1.0,2.0
169,0.0,43.0,1.0,1.0,1.0,3.0,436.0,0.0,0.0,1.0,0.0,2.0,0.4
170,0.0,31.0,4.0,5.0,3.0,2.0,6300.0,0.0,0.0,1.0,0.0,2.0,14.0
171,0.0,57.0,3.0,3.0,3.0,2.0,1600.0,0.0,0.0,0.0,0.0,1.0,1.9
172,1.0,81.0,2.0,4.0,2.0,0.0,1102.0,0.0,0.0,1.0,0.0,2.0,1.16
173,0.0,75.0,3.0,3.0,2.0,3.0,2040.0,1.0,0.0,1.0,0.0,0.0,3.67
174,1.0,54.0,3.0,3.0,2.0,2.0,909.0,0.0,1.0,0.0,1.0,2.0,2.2
175,1.0,20.0,5.0,5.0,2.0,2.0,1350.0,0.0,0.0,1.0,0.0,2.0,1.5
176,0.0,107.0,3.0,2.0,2.0,1.0,1176.0,0.0,0.0,1.0,0.0,0.0,0.79
177,1.0,81.0,2.0,4.0,2.0,2.0,1072.0,0.0,0.0,1.0,0.0,2.0,1.2
178,0.0,91.0,2.0,2.0,3.0,3.0,1450.0,0.0,0.0,1.0,1.0,2.0,0.9
179,0.0,2.0,3.0,3.0,4.0,0.0,1900.0,1.0,0.0,1.0,1.0,1.0,0.81
180,0.0,107.0,3.0,3.0,3.0,3.0,1766.0,1.0,0.0,0.0,1.0,2.0,1.6
181,0.0,101.0,2.0,2.0,1.0,1.0,120.0,0.0,0.0,1.0,1.0,0.0,1.15
182,0.0,98.0,2.0,2.0,3.0,1.0,1223.0,0.0,0.0,1.0,0.0,2.0,0.85
183,0.0,91.0,3.0,3.0,4.0,3.0,1214.0,0.0,0.0,0.0,1.0,1.0,1.3
184,0.0,71.0,3.0,3.0,2.0,1.0,1630.0,0.0,0.0,1.0,0.0,2.0,2.55
185,1.0,73.0,3.0,3.0,2.0,1.0,2385.0,0.0,0.0,1.0,0.0,1.0,1.5
186,0.0,87.0,3.0,3.0,2.0,3.0,1938.0,1.0,0.0,0.0,2.0,2.0,2.25
187,1.0,20.0,3.0,3.0,3.0,3.0,900.0,0.0,0.0,1.0,0.0,2.0,0.38
188,0.0,91.0,2.0,2.0,4.0,1.0,1281.0,0.0,0.0,1.0,1.0,0.0,0.71
189,0.0,108.0,2.0,2.0,2.0,3.0,604.0,0.0,0.0,1.0,0.0,2.0,0.36
190,0.0,103.0,2.0,2.0,2.0,3.0,770.0,0.0,0.0,1.0,0.0,2.0,0.42
191,0.0,27.0,3.0,4.0,4.0,0.0,1739.0,1.0,0.0,1.0,1.0,2.0,1.55
192,0.0,19.0,3.0,3.0,2.0,4.0,1508.0,0.0,0.0,1.0,0.0,0.0,2.0
193,0.0,96.0,4.0,4.0,4.0,0.0,2576.0,1.0,0.0,1.0,0.0,0.0,2.7
194,0.0,100.0,2.0,2.0,1.0,1.0,557.0,0.0,0.0,1.0,1.0,2.0,0.43
195,0.0,99.0,2.0,2.0,4.0,3.0,1514.0,0.0,1.0,1.0,1.0,2.0,1.05
196,0.0,98.0,1.0,1.0,1.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.3
197,0.0,65.0,3.0,3.0,4.0,0.0,1812.0,1.0,0.0,0.0,0.0,2.0,1.55
198,1.0,49.0,4.0,2.0,2.0,0.0,585.0,0.0,0.0,1.0,0.0,1.0,0.65
199,0.0,45.0,3.0,3.0,3.0,3.0,1739.0,0.0,0.0,0.0,1.0,2.0,1.05
200,0.0,85.0,3.0,3.0,3.0,0.0,2310.0,1.0,0.0,1.0,0.0,2.0,4.1
201,0.0,91.0,2.0,2.0,1.0,1.0,546.0,0.0,0.0,1.0,1.0,2.0,0.36
202,0.0,66.0,3.0,2.0,4.0,0.0,273.0,0.0,0.0,1.0,1.0,1.0,1.5
203,1.0,56.0,4.0,4.0,4.0,3.0,2160.0,1.0,1.0,0.0,2.0,2.0,8.25
204,0.0,80.0,3.0,3.0,1.0,3.0,1393.0,0.0,0.0,1.0,1.0,0.0,1.37
205,0.0,95.0,3.0,4.0,2.0,3.0,1621.0,1.0,0.0,1.0,1.0,0.0,0.97
206,0.0,45.0,3.0,3.0,4.0,4.0,1698.0,0.0,0.0,1.0,1.0,2.0,1.0
207,0.0,45.0,3.0,3.0,0.0,1.0,1820.0,0.0,0.0,1.0,1.0,1.0,1.35
208,0.0,107.0,3.0,2.0,2.0,3.0,1325.0,0.0,0.0,1.0,1.0,2.0,0.7
209,1.0,92.0,3.0,1.0,0.0,0.0,550.0,0.0,0.0,1.0,0.0,1.0,0.62
210,1.0,40.0,2.0,4.0,4.0,2.0,1460.0,0.0,0.0,1.0,0.0,2.0,4.6
211,0.0,108.0,2.0,2.0,0.0,3.0,597.0,0.0,0.0,1.0,0.0,2.0,0.85
212,1.0,18.0,4.0,4.0,4.0,3.0,6350.0,1.0,0.0,0.0,1.0,1.0,7.46
213,0.0,37.0,2.0,2.0,1.0,3.0,600.0,0.0,0.0,1.0,1.0,2.0,0.28
214,0.0,101.0,3.0,3.0,4.0,1.0,1582.0,0.0,0.0,1.0,1.0,2.0,2.65
215,0.0,80.0,4.0,5.0,4.0,3.0,2913.0,0.0,0.0,1.0,0.0,0.0,3.25
216,1.0,59.0,3.0,3.0,2.0,0.0,3240.0,1.0,0.0,1.0,1.0,1.0,11.95
217,1.0,65.0,4.0,4.0,2.0,0.0,1449.0,1.0,0.0,0.0,0.0,1.0,2.99
218,0.0,74.0,2.0,2.0,2.0,3.0,1400.0,0.0,0.0,1.0,0.0,1.0,2.1
219,1.0,35.0,5.0,6.0,4.0,1.0,3240.0,1.0,0.0,0.0,2.0,2.0,10.5
220,0.0,77.0,3.0,4.0,4.0,3.0,2490.0,1.0,0.0,0.0,1.0,0.0,3.65
221,0.0,4.0,2.0,2.0,2.0,3.0,73.0,0.0,0.0,1.0,0.0,1.0,1.6
222,0.0,83.0,3.0,3.0,3.0,3.0,1600.0,0.0,0.0,1.0,1.0,0.0,1.82
223,0.0,98.0,3.0,3.0,4.0,3.0,1525.0,0.0,0.0,1.0,2.0,0.0,0.9
224,0.0,99.0,3.0,4.0,2.0,1.0,1616.0,1.0,0.0,1.0,0.0,2.0,1.45
225,0.0,31.0,3.0,4.0,4.0,2.0,3203.0,1.0,1.0,0.0,1.0,2.0,4.25
226,0.0,8.0,2.0,2.0,3.0,3.0,86.0,0.0,0.0,1.0,1.0,0.0,0.82
227,0.0,17.0,4.0,5.0,4.0,3.0,2998.0,1.0,0.0,2.0,2.0,2.0,3.9
228,0.0,8.0,3.0,4.0,4.0,3.0,2037.0,1.0,0.0,0.0,0.0,0.0,1.75
229,0.0,49.0,2.0,2.0,1.0,3.0,944.0,0.0,0.0,1.0,0.0,1.0,0.45
230,0.0,83.0,3.0,3.0,3.0,3.0,1947.0,0.0,1.0,0.0,1.0,2.0,2.3
231,1.0,47.0,6.0,6.0,4.0,2.0,1836.0,1.0,0.0,0.0,1.0,2.0,4.0
232,0.0,6.0,3.0,3.0,3.0,3.0,1495.0,1.0,0.0,0.0,1.0,2.0,1.4
233,0.0,59.0,3.0,3.0,4.0,0.0,1790.0,0.0,0.0,0.0,2.0,0.0,1.88
234,0.0,8.0,3.0,4.0,3.0,1.0,2544.0,0.0,0.0,1.0,1.0,0.0,1.8
235,0.0,59.0,2.0,2.0,2.0,0.0,1098.0,0.0,0.0,1.0,1.0,1.0,1.05
236,0.0,97.0,4.0,4.0,3.0,3.0,2167.0,1.0,0.0,1.0,0.0,2.0,1.4
237,0.0,97.0,5.0,7.0,4.0,3.0,3200.0,1.0,0.0,0.0,2.0,0.0,3.15
238,1.0,14.0,2.0,1.0,2.0,2.0,900.0,0.0,0.0,1.0,0.0,1.0,1.7
239,0.0,43.0,1.0,1.0,1.0,3.0,319.0,0.0,0.0,0.0,1.0,2.0,0.37
240,1.0,57.0,5.0,4.0,2.0,2.0,3420.0,1.0,1.0,1.0,1.0,1.0,6.75
241,0.0,94.0,2.0,2.0,2.0,3.0,1150.0,0.0,0.0,0.0,2.0,0.0,0.95
242,0.0,96.0,5.0,5.0,4.0,3.0,2896.0,0.0,0.0,2.0,0.0,0.0,3.5
243,1.0,53.0,5.0,8.0,4.0,3.0,4500.0,1.0,1.0,2.0,2.0,2.0,17.0
244,0.0,88.0,2.0,2.0,2.0,4.0,823.0,0.0,0.0,1.0,0.0,2.0,0.55
245,0.0,98.0,2.0,2.0,3.0,3.0,1395.0,0.0,0.0,1.0,0.0,0.0,1.15
246,0.0,91.0,3.0,4.0,4.0,3.0,2033.0,1.0,0.0,1.0,1.0,2.0,2.03
247,1.0,77.0,3.0,3.0,3.0,0.0,278.0,0.0,0.0,1.0,0.0,1.0,1.85
248,0.0,10.0,3.0,4.0,4.0,3.0,1186.0,1.0,0.0,1.0,0.0,0.0,1.17
249,0.0,75.0,3.0,3.0,3.0,3.0,3245.0,1.0,0.0,0.0,2.0,1.0,5.0
250,0.0,38.0,2.0,2.0,1.0,3.0,570.0,0.0,0.0,2.0,0.0,1.0,0.22
251,0.0,52.0,3.0,4.0,2.0,0.0,2125.0,0.0,0.0,1.0,0.0,2.0,4.2
252,0.0,8.0,4.0,5.0,4.0,3.0,3000.0,1.0,1.0,1.0,1.0,1.0,1.35
253,0.0,65.0,3.0,3.0,4.0,3.0,1900.0,1.0,0.0,0.0,1.0,2.0,1.5
